source,target,content,type
252122291372972891917685148986981375101,1194523745000378389,Here is an article that could help you troubleshoot your issue: https://komodor.com/learn/how-to-fix-failed-to-push-some-refs-to-git-errors/,posted_in_thread
252122291372972891917685148986981375101,1194024189657628884,I am one of the many stuck on level 5,posted_in_channel
252122291372972891917685148986981375101,1197980932460785675,"One of the biggest things for this level is that you have to make sure that each of the commands should be used with options that will send the output to standard output. For tar specifically, the usual man page isn't the best help, so using the command ""info tar"" should give you more information to help with the lab",posted_in_thread
252122291372972891917685148986981375101,1200497108273344512,"I dont know if this will work, but how I've seen it done is initializing the array and then using pipe()",posted_in_thread
252122291372972891917685148986981375101,1205176309932621834,"The scenario doesn't have to be done in 3 seconds. But if you use SIGINT or SIGHUP, you have to call those signals within 3 seconds of starting the scenario",posted_in_thread
252122291372972891917685148986981375101,1204262568445878332,"The only tip I can think of, without seeing what you've got so far, is to utilize blocking and unblocking to block out signals being received and then execute them later",posted_in_thread
252122291372972891917685148986981375101,32257028701880952926874764698816734147,"the parameters of open will look like this: int open(const char *pathname, int flags, mode_t mode);
when using stdout_redir[0] for argv, since stdout_redir[] is not a pointer, you dont have to dereference it by using the asterisk",replied_to
252122291372972891917685148986981375101,1194024836163457154,"the parameters of open will look like this: int open(const char *pathname, int flags, mode_t mode);
when using stdout_redir[0] for argv, since stdout_redir[] is not a pointer, you dont have to dereference it by using the asterisk",posted_in_channel
252122291372972891917685148986981375101,1200340670859186226,"The link should be working. If you're still having this issue, send me a screenshot of what going on",posted_in_thread
252122291372972891917685148986981375101,1194024887996653569,"You are welcome (and encouraged) to reuse any code from lab 1,  but don't have to have lab 1 done before lab 2. The test cases don't check for piping, but you can still include that functionality and use any applicable code could help you get started.",posted_in_channel
252122291372972891917685148986981375101,126210289889697719970768216405625193584,"You are welcome (and encouraged) to reuse any code from lab 1,  but don't have to have lab 1 done before lab 2. The test cases don't check for piping, but you can still include that functionality and use any applicable code could help you get started.",replied_to
252122291372972891917685148986981375101,1207187760377503765,"The man page for waitpid is really helpful for this sort of thing. In the description section and where it starts talking about what the value of options can be, you'll find a lot of functions you can use to get information about how a child exited. You'll find the functions you need to get the number of the signal.",posted_in_thread
252122291372972891917685148986981375101,1202490573643055114,"Under the Reference Tiny Shell section in Getting Started, there are examples of what outputs should be.",posted_in_thread
252122291372972891917685148986981375101,1202484130416295976,I don't why this would be happening. I found this webpage for you that talks about the error. Hopefully it points you in the right direction: https://linuxconfig.org/understanding-and-resolving-file-ownership-issues-on-linux-operation-not-permitted,posted_in_thread
252122291372972891917685148986981375101,1194024960109334618,That should be good! You can use memcpy() when you put certain variables into the buffer,posted_in_channel
252122291372972891917685148986981375101,125831475142104118841167596917535727369,That should be good! You can use memcpy() when you put certain variables into the buffer,replied_to
252122291372972891917685148986981375101,1194025134013550693,https://discord.com/channels/1192932762009743483/1194025134013550693/1211014817574551602,posted_in_channel
252122291372972891917685148986981375101,340078930269759384907011515814156661209,https://discord.com/channels/1192932762009743483/1194025134013550693/1211014817574551602,replied_to
252122291372972891917685148986981375101,1194666445188104283,"Hello! Here is a quick link to the scheduled TA hours: https://docs.google.com/spreadsheets/d/1wk-ZSaotwHfLfSHPXhyDC0fTGkrlvqjPy5PAGDad3_g/edit?exids=71685779,71685773#gid=804836198",posted_in_channel
103857758267237042987054023617811585034,60594056836994140915973114304303418583,No forking for that one.  I would look into handler 8,replied_to
103857758267237042987054023617811585034,1194024309648265377,Any tips on scenario 4? Been working on it for eons. For example do I need to create a child process or no?,posted_in_channel
103857758267237042987054023617811585034,1194024836163457154,What flags are you using?,posted_in_channel
103857758267237042987054023617811585034,107348485964263613250601489243388282254,I did all of those things but it still says my permisison is denied... I'll assume I have an error elsewhere causing it.,replied_to
103857758267237042987054023617811585034,1194024960109334618,Is the length of the first response really just one byte?,posted_in_channel
12563841620459862337423867749985313687,1192932762009743486,"Hello everyone! There is an info Session for the Hackathon for next year's Sandbox cohort tonight at 7pm in the Tanner Building!

Sandbox is a tech startup incubator for entrepreneurial students who want to start a company or solve real problems affecting real people! You'll meet lots of cool people and learn important skills in business, tech, and how to work with other people. Also, you get 12 elective credits for CS 👀

Anyone can apply! I assume you have all taken 240 to be in this class, or else are taking it right now. If you have taken 240 you know enough to apply; there are even a few in the current cohort who got in without taking 240. 

If you're even a little curious, come to the info session tonight to learn more and see if Sandbox might be right for you.",posted_in_channel
12563841620459862337423867749985313687,1194414351092826112,"When you say download Ubuntu, do you mean to your local machine?",posted_in_thread
12563841620459862337423867749985313687,42883837382410989254371470380046741156,"It should be ""kentseamons/byu-cs324-w2024""
I've updated the instructions in hw1, so URL should be correct now.",replied_to
12563841620459862337423867749985313687,1194024142513639434,"I don't know if it not being on a lab machine would cause this problem but I do know you are going to want your repo on a lab machine, not your local one. All work you do on all labs and homeworks should be on a lab machine to avoid strange and difficult-to-debug errors.",posted_in_channel
12563841620459862337423867749985313687,74639648802710887660129843939975762103,It is still the CS lab machine password,replied_to
12563841620459862337423867749985313687,12563841620459862337423867749985313687,I will be on until at least 8pm tonight,replied_to
12563841620459862337423867749985313687,1194024189657628884,I believe 2>&1 is correct. The rest is going to be fairly similar to command(s) you used in previous level(s).,posted_in_channel
12563841620459862337423867749985313687,277656830372749361549898847761764876878,I believe 2>&1 is correct. The rest is going to be fairly similar to command(s) you used in previous level(s).,replied_to
12563841620459862337423867749985313687,1194024243554431118,"I believe all of these suggested options would work. Bash formatting usually just requires that they be entered in such a way that the shell can interpret it as one input per one option, ie `-option input`. So:
- `-p ""pid1 pid2""` works because it is one string
- `-p pid1,pid2` works because there is no space between them which is what delineates a new token
- `-p pid1 -p pid2` works because you have one input per one option because you repeat -p for each new input

`-p pid1, pid2` doesn't work because the space indicates to the shell that the option command is complete, and then it expects pid2 to be a new command or option and it's not",posted_in_channel
12563841620459862337423867749985313687,1194024309648265377,"You don't alter the command, just the files. Use the same command for all levels and just change the casenumber",posted_in_channel
12563841620459862337423867749985313687,1205294745551638558,"I'm not sure if it's allowed but I can't see why you wouldn't be allowed to make your own custom functions as long as they only call kill and sleep. I'm not sure why you would want/need to do that for this lab, as the cases aren't very long and there's not much duplication.",posted_in_thread
12563841620459862337423867749985313687,1204864137033814076,"Handler 5 creates a child and calls `exit(7)`, which sends a SIGCHLD. Handler 9 is triggered by SIGCHLD.",posted_in_thread
12563841620459862337423867749985313687,107348485964263613250601489243388282254,Uh oh I'm working on checkpoint 4 and my design and I have a question about keeping track of one pipe at a time. I'm saving the old pipes file descriptors and I keep the new pipes file descriptors. Is that enough or do I need to keep an array of n-1 pipes?,replied_to
12563841620459862337423867749985313687,1194024836163457154,I’m getting bad descriptor errors,posted_in_channel
12563841620459862337423867749985313687,123909673150468586777835952441296118909,"Based on the description of the test, my first guess would be that your processes aren't in the same process group. Have you checked this?",replied_to
12563841620459862337423867749985313687,1204318494271733770,"Jaquelyn is right, it is most likely due to referencing a closed file descriptor. ie, you call close() on an fd and then try to access that fd later. It doesn't mean that calling close itself will throw the error; it means you call close and then the error is thrown later when trying to access that fd. There are other ways that you could get a `bad file descriptor` error but that's by far the most common one for this lab.

A common reason for this to occur is that you have multiple child processes running that are referencing the same fds, and you close them in the wrong order/at the wrong time. This is very easy to do and one of the most common mistakes in this lab. I would recommend writing out a diagram of the logical flow of your code (ie start with the parent, then show when the children are created and what they inherit, redraw the fds when you dup2 them, cross off the fds as you close them, etc). Make extra sure that you know which sections of code each process is accessing (what is for the parents or the children, is it only for some children or all children, etc).",posted_in_thread
12563841620459862337423867749985313687,1194024887996653569,"I'm not sure what causes ""Operation not permitted"" but ssh-ing to a new machine usually fixes it. If you're already logged into a machine, use the command `ssh [net-ID]@[machine-name]`. You can find a list of machine names at https://docs.cs.byu.edu/doku.php?id=open-lab-layout; it might be a little outdated but most if not all of these machines exist.",posted_in_channel
12563841620459862337423867749985313687,1194025010621321226,"I believe they can both just be `close`. As opposed to something like `keep-alive` or `upgrade`. It's just saying that you don't care about keeping the connection alive after this request has been completed, which you don't.",posted_in_channel
12563841620459862337423867749985313687,1194666445188104283,"Hello all, my TA hours will be weird this week. I'm still trying to figure out the best times for my schedule, but this week expect a few hours each today, Wednesday, and Thursday, with the majority on Thursdays. I've updated the schedule to show these times for now. Hopefully I'll have something permanent soon \:)",posted_in_channel
138951426233235284916080854806667940165,1192932762009743486,When I went to rent the textbook from,posted_in_channel
138951426233235284916080854806667940165,1200159744493633537,"CS 324 HW 1    14.28 hours
CS 324 HW 2    7.72 hours
CS 324 HW 3    6.78 hours

I take a lot longer than most...",posted_in_thread
138951426233235284916080854806667940165,1194341712940773417,"Yeah it's expensive through BYU. However if you found a free version on GitHub, I would be thrilled to have a link to it.",posted_in_thread
138951426233235284916080854806667940165,1194024142513639434,Anyone getting this when trying to do the git clone --bare https://github.com/CLASS_REPO_PATH upstream-repo?,posted_in_channel
138951426233235284916080854806667940165,42883837382410989254371470380046741156,"class repo path should be ""kentseamons/byu-cs324-w2024"" - is there a source that is listing cdeccio that I should be updating? Let me know if we have bad instructions somewhere.",replied_to
138951426233235284916080854806667940165,1196553487224414380,"Based on the instructions, it seems like it's supposed to look like the following:",posted_in_thread
138951426233235284916080854806667940165,1196547541538459658,Yes,posted_in_thread
138951426233235284916080854806667940165,1194420647527465060,I found that when clicking start on homework 1,posted_in_thread
138951426233235284916080854806667940165,1195436174332936334,"We don't ssh first. You can download the file first, then perform step 1, then ssh in. Here's where you can download it",posted_in_thread
138951426233235284916080854806667940165,1194420156621934592,"I also tried it with ""kentseamons/byu-cs324""",posted_in_thread
138951426233235284916080854806667940165,1194024189657628884,"I'm on level 4 trying to unlock level 5 (using the dig, md5sum, cut stuff). Not sure how to incorporate +short with the dig command. When I do `dig [server name] +short`
It doesn't output anything.",posted_in_channel
138951426233235284916080854806667940165,1202351746761109555,"I've completed it already, but I could help you out when you get stuck.",posted_in_thread
138951426233235284916080854806667940165,1197985830044717238,bandit.cs324.internet-measurement.cs.byu.edu,posted_in_thread
138951426233235284916080854806667940165,1194024243554431118,"If anyone has ideas on how to set up the piping in question 18 would be nice. What I have is this:
`int pipe(int pipefd[2]);`
Is that how I'm supposed to set up the pipe?",posted_in_channel
138951426233235284916080854806667940165,1200497108273344512,Okay I'll try that out.,posted_in_thread
138951426233235284916080854806667940165,1200496340879282296,The waitpid() function from the text book will help.,posted_in_thread
138951426233235284916080854806667940165,277656830372749361549898847761764876878,"I've been struggling with this too, how did you fix this?

For the line `chmod +x filename`, do I put that in my `sdriver.pl` ?

what is the `+x` and what file: `tsh` or `tsh.c`?",replied_to
138951426233235284916080854806667940165,1194024836163457154,Anybody want to get together tomorrow or,posted_in_channel
138951426233235284916080854806667940165,1202387094480097332,I'd be down for working on it in the basement of the Talmadge building. 😄,posted_in_thread
138951426233235284916080854806667940165,1194025159582031882,Thread,posted_in_channel
138951426233235284916080854806667940165,1195115142573203696,great for feeding a pet reptile,posted_in_thread
62842614769377882816718481176778820367,1192932762009743486,"https://github.com/kentseamons/byu-cs324-w2024/tree/master/01a-hw-private-repo-mirror
I found this
It might be it",posted_in_channel
62842614769377882816718481176778820367,306403964965585228706225137221565430678,"https://github.com/kentseamons/byu-cs324-w2024/tree/master/01a-hw-private-repo-mirror
I found this
It might be it",replied_to
306403964965585228706225137221565430678,1192932762009743486,does anyone know how to find the link to the github? I cannot find it,posted_in_channel
306403964965585228706225137221565430678,1194024189657628884,"when it says ""run in your home directory"", does that mean we have to exit bandit before we run it to get the correct password?",posted_in_channel
306403964965585228706225137221565430678,102081985586988144858613090506831870859,"I'm in the same boat - I'll run the automated tests twice and get completely different results, and it's always a ""wrong nonce"" error. Lmk if you figure anything out!",replied_to
306403964965585228706225137221565430678,1198134356502388816,you mean ./level10?,posted_in_thread
306403964965585228706225137221565430678,1194024243554431118,do we need to undo everything we did in part 3 before we start coding part 4?,posted_in_channel
306403964965585228706225137221565430678,1194024338177937451,"I thought we were supposed to send the whole buffer, null bytes included, so this is very helpful thank you",posted_in_channel
306403964965585228706225137221565430678,1194024406561869896,"do we need to include the ""  -""  that gets output at the end of the SHA1SUM when we input our answer? also, on a related note, I set my environment variables using the export command, so they're not part of my command for generating the SHA1SUM. Is this okay?",posted_in_channel
306403964965585228706225137221565430678,1194024836163457154,"I'm a bit unclear on input/output redirection and pipes - for example, in the following:
*tsh> cmd1 | cmd2 > text.txt | cmd3*
would cmd2 have stdout redirected to text.txt or the write end of the second pipe?",posted_in_channel
306403964965585228706225137221565430678,61793052560874397934401343675331133595,"I don’t think you can pipe the output of a text file coz it doesn’t have any output. Probably why the lab says that only the last command will have its output directed to a file, if at all",replied_to
306403964965585228706225137221565430678,1194024960109334618,"for level 2, since I have to close the socket before the call to bind(), do I need to go through the same process as I did in checkpoint 2 to make the new socket?",posted_in_channel
306403964965585228706225137221565430678,306403964965585228706225137221565430678,I figured out what I did wrong! I had forgotten to initialize the addr_len for the new struct sockaddr_storage. When I fixed that it worked.,replied_to
306403964965585228706225137221565430678,1194025010621321226,"if I clear the buffers for method, hostname, port and path at the start of my parse_request() function, that won't cause problems, right? 
context: getting a weird result from the test_parser function where ""localhost"" becomes ""localhostle.com"" due to www.example.com being there before",posted_in_channel
306403964965585228706225137221565430678,125831475142104118841167596917535727369,"I'm getting the same issue, did you figure out how to fix it?",replied_to
306403964965585228706225137221565430678,32257028701880952926874764698816734147,"I had the same issue and this solved it, which is called everytime I handle a new client
 ```    char buffer [BUFFER_SIZE];
    memset(buffer, 0, sizeof(buffer));```",replied_to
306403964965585228706225137221565430678,1194025134013550693,"in class he said we can take a double sided sheet of notes, did he specify the size of paper allowed?",posted_in_channel
306403964965585228706225137221565430678,1194025159582031882,"this seemed relevant
https://youtu.be/cD4hxKkqR4E?si=POb4dqxWOmJFB98O",posted_in_channel
111929606271810467252101212233289274401,1194024142513639434,im getting this when i try to fetch.  Any ideas?,posted_in_channel
111929606271810467252101212233289274401,111929606271810467252101212233289274401,finally fixed it. Im just dumb and forgot to substitute in the path for the CLASS REPO in the command to make the upstream.,replied_to
78730409695726760303757836835942675655,1194024309648265377,Any tips for scenario 8? I can get the 6 to print but only with other unwanted output.,posted_in_channel
78730409695726760303757836835942675655,1194025010621321226,What sections of the tcp code from the sockets homework describe short reads?,posted_in_channel
78730409695726760303757836835942675655,8717123201602195136054115771208839154,I just used the code provided in echoservert_pre.c from the concurrency hw as an example. sbuf.c seemed to have all the semaphore stuff required,replied_to
8717123201602195136054115771208839154,1194024406561869896,"I can't get my sha1sum to match, and I have checked the output multiple times and it looks good to me... is it the sha1sum of the whole thing including all of the headers, or of the response body only?",posted_in_channel
8717123201602195136054115771208839154,61793052560874397934401343675331133595,whole thing. `...commmand stuff| sha1sum` like that. I'd be glad to take a look at your command a little closer if you'd like; this step had me stuck for a while,replied_to
8717123201602195136054115771208839154,43084761640162029640190313814077428850,I'm running into a similar issue. Were you able to find a solution?,replied_to
8717123201602195136054115771208839154,1194024887996653569,"Anybody have any ideas of what could be causing my program to ""hang"" when trying to handle a stop signal? I'm able to change the state of the job, and it prints what it's supposed to print, but I don't get the ""tsh>"" prompt after that, and it doesn't respond to any other commands (I'm at checkpoint 2 btw; tests 1-5 pass, but test 16 never completes)",posted_in_channel
8717123201602195136054115771208839154,1194025010621321226,"anybody having issues with recv() hanging/blocking on handle_client() when first reading the HTTP request from the socket into a buffer? I have recv() inside a while loop until it returns 0, and the first couple times it reads into the buffer, but on the run that it's supposed to read 0 bytes (because the entire request has been received) it just sits there...",posted_in_channel
8717123201602195136054115771208839154,60594056836994140915973114304303418583,it will hang forever I think because it's waiting to potentially receive more info from the client. You're supposed to loop till you see the \r\n\r\n that marks the end of the headesr,replied_to
43084761640162029640190313814077428850,1194024338177937451,"So for question 25, I'm getting a 408 Request Timeout instead of the expected 200 response code. Why might a timeout occur instead of connecting as expected?",posted_in_channel
43084761640162029640190313814077428850,1194024836163457154,I'm trying to get through checkpoint 4 but I can't seem to get the final command in the pipeline to execute properly. Has anyone else run into this problem?,posted_in_channel
43084761640162029640190313814077428850,1194024887996653569,"Hey y'all! So I'm working on Checkpoint 2 and I can't seem to get my sigchld_handler to evaluate the status updated by waitpid. I've determined that it is correctly returning a child process and runs everything in my loop before the if statements, but when it reaches my checks it just hangs. Has anyone else run into this issue?",posted_in_channel
43084761640162029640190313814077428850,61793052560874397934401343675331133595,"Might not be a recvfrom problem, but just in case, what does your recvfrom command look like",replied_to
43084761640162029640190313814077428850,1194024960109334618,"In checkpoint 3, using strace, my sendto seems to be working fine but my recv seems to be failing with a bad address? Has anyone else run into this?",posted_in_channel
43084761640162029640190313814077428850,340078930269759384907011515814156661209,I wanna say its `#include <netdb.h>`,replied_to
43084761640162029640190313814077428850,33651990057155220834571013437851872837,Double check that you're converting all the variables in the message correctly. I believe there are two different versions of the host-to-network calls (one for shorts and one for ints) so make sure you're using the right ones. Hopefully that helps!,replied_to
250376467938770280930328576724731505816,32257028701880952926874764698816734147,keep track of the totalBytesRead and pass that as the parameter of send(),replied_to
250376467938770280930328576724731505816,1194024142513639434,i just tried and you can but it will literally just work as a terminal because the system is built for python,posted_in_channel
250376467938770280930328576724731505816,1196684414453829733,"Not sure if there would be a way to fix it but when you submit it shows that there are 62 total problems but inside the assignment as your are doing it there are only 50. This is because for each section when you are taking it, it restarts at 0 but in the submission it doesnt do it. This made it very difficult to check the question that I got wrong when I first submitted it because the numbers did not match up with the specs",posted_in_thread
250376467938770280930328576724731505816,1194024189657628884,"did anyone else have problems for level 5 password? I thought it was right, but its not accepting the password",posted_in_channel
250376467938770280930328576724731505816,1194024243554431118,"Ive been stuck on number 6 for a while. If you were to run the fork and ps commands from question 4 again at the same times as you did before, what special line of code could you add to fork.c to eliminate the process with state ""Z"" from the output of the second ps command? could someone help me?",posted_in_channel
250376467938770280930328576724731505816,136760330411703252127363076986165217607,"Have you done the reading associated with the homework yet? Once you read the parts about waitpid, I think number 6 will make a lot more sense",replied_to
250376467938770280930328576724731505816,42883837382410989254371470380046741156,The 1st midterm is worth 10% of your overall grade. A 10% boost to that exam is worth 1% of your overall grade. I set the extra credit assignment to be worth 1% of your overall grade. Please correct me if I'm somehow not giving enough credit for it.,replied_to
250376467938770280930328576724731505816,1194024309648265377,There is probably something really obvious I am missing but I am having trouble stopping it from printing the 25 at the end. Could someone help me?,posted_in_channel
250376467938770280930328576724731505816,60594056836994140915973114304303418583,Maybe the amount of bytes being sent is specified incorrectly,replied_to
250376467938770280930328576724731505816,1194024338177937451,glad I'm not the only person that's mega confused on why its not 12 lol,posted_in_channel
250376467938770280930328576724731505816,253536778055785902251977218487360206049,glad I'm not the only person that's mega confused on why its not 12 lol,replied_to
250376467938770280930328576724731505816,61793052560874397934401343675331133595,^^^^plz the average is 70% rn lol,replied_to
250376467938770280930328576724731505816,1194024406561869896,"I'm getting this added to my output for the last part of the HTTP part

* transfer closed with 1 bytes remaining to read

does anyone know why this would be?",posted_in_channel
250376467938770280930328576724731505816,1194024836163457154,"So I got passed checkpoint 2 and started implementing the piping but my previous tests broke. Do we replace our code for the the previous checkpoint with the code for implementing piping, or do we add the piping in addition to our previous code?",posted_in_channel
250376467938770280930328576724731505816,1194024887996653569,Sig int terminates the job while sigstp just stops it so it can be ran again later.,posted_in_channel
250376467938770280930328576724731505816,210696752416145079479542665822346459142,Sig int terminates the job while sigstp just stops it so it can be ran again later.,replied_to
250376467938770280930328576724731505816,1194024960109334618,"So im getting two sendto and two recvfrom when i run the trace, the second two that are printed appear to be right because it sends 8 bytes and receives 23. Does the other one mean i did it wrong? or can I just ignore it?",posted_in_channel
250376467938770280930328576724731505816,288899485855591529413903662767793430710,what can you use instead? Im having the same problem,replied_to
250376467938770280930328576724731505816,1194025010621321226,what can you use instead? Im having the same problem,posted_in_channel
250376467938770280930328576724731505816,1194025134013550693,is there going to be a curve for the midterm?,posted_in_channel
250376467938770280930328576724731505816,110513628237233601683470436490452812646,"That was it, thank you",replied_to
94317853601239636485671495139021557938,1194666445188104283,"I will not have my hours tomorrow for the career fair and a dentist appt, but instead I will be on Friday evening to help.",posted_in_channel
221528945872248921303674648586069394839,1192932762009743486,Does anyone know what chapters Reading Quiz 1 covers?,posted_in_channel
221528945872248921303674648586069394839,1194024142513639434,I'm confused about where to find all this information for HW 1 do we just begin the exam and follow the questions or is there somewhere/something that I should be going and doing before hand? If so where can I find it because it isn't linked to the assignment description on learning suite,posted_in_channel
221528945872248921303674648586069394839,74639648802710887660129843939975762103,I think it was just looking for the hexadecimal representation.,replied_to
221528945872248921303674648586069394839,1194423898356338809,Ok thanks 👍,posted_in_thread
221528945872248921303674648586069394839,1194024189657628884,"So just to make sure I am making the text file correctly, Level 0 is the password given in the readme and it doesn't have a pipeline? Or is it the password we obtained for level 1 from a certain pipeline?",posted_in_channel
221528945872248921303674648586069394839,1194024243554431118,For part 2 question 4 I'm super confused on whether or not I should be running ps on the parents or childs ID? I'm assuming I should use both as we are supposed have used 2 different commands for ps but the instructions are not clear on when I should be using one or the other if at all.,posted_in_channel
221528945872248921303674648586069394839,1194024309648265377,anyone else getting the error incomplete type not allowed for sigaction when opening signals.c and killer.c even though signal.h is included,posted_in_channel
221528945872248921303674648586069394839,171024720826306442062486404252480392333,"Not all! You have to save the read end of the pipe the parent made, so that the next child can read from it. Basically you make a saved_read_end variable and wait until the end of the iteration AFTER you set it to close it… if that makes any sense",replied_to
221528945872248921303674648586069394839,1194024836163457154,"when testing test36 manually on my tsh and tshref they are preforming exactly the same but when running make test36 it fails with this error. 

./checktsh.pl: Comparing reference outputs to your outputs...
./checktsh.pl: ERROR: Reference output (ref) differs from yours (tsh):
 ref:tsh>./myppid|./mycat5
 tsh:(PID)  

I have been working forever to try and figure out why it isn't working. Anyone got any ideas?",posted_in_channel
221528945872248921303674648586069394839,1204277594137174067,this is the same issue I'm getting and it was mentioned to me that it might be because of how things are being closed,posted_in_thread
221528945872248921303674648586069394839,129672536966297372181951431520120497275,I'm getting that end of file error on test 4 ? Is there something not in the instructions we're supposed to be doing?,replied_to
221528945872248921303674648586069394839,1194024887996653569,I was also getting the end of file error but I realized that when the program terminates you are supposed to print out the background jobs information. (even though it is never mentioned in the instructions) But now that I am printing it out I am getting the error that I just sent in the chat,posted_in_channel
221528945872248921303674648586069394839,288899485855591529413903662767793430710,the man page for waitpid has multiple functions you can use on status to return those numbers,replied_to
221528945872248921303674648586069394839,178135273196943036370501296992220078407,"It's pretty similar, but there are some simplifications you can make. Here's a list of all the variables I ended up with, which might help.

```c
struct addrinfo hints;
struct addrinfo *result;

int sock;

struct sockaddr_storage remote_addr_ss;
struct sockaddr *remote_addr;
socklen_t addr_len;

char remote_ip_address[INET6_ADDRSTRLEN];
unsigned short remote_port;

struct sockaddr_storage local_addr_ss;
struct sockaddr *local_addr;

char local_ip[INET6_ADDRSTRLEN];
unsigned short local_port;
```",replied_to
221528945872248921303674648586069394839,1194024960109334618,Are we using pretty much the same code from HW 5 to set up the socket in checkpoint 2? I've read it over multiple times but there is just so much information to keep track of,posted_in_channel
282336932233429805555549892070042714735,42883837382410989254371470380046741156,"If you have a good memory and know the material well, I can see someone doing very well on the exam without any notes. Some examples I've mentioned in class are: (1) make notes about some system calls from the man pages - meaning of parameters and return values so you can correctly interpret code examples (parameters for dup 2, WNOHANG for waitpid, return values for waitpid for what condition, return values for fork(), any picture or notes about I/O redirection and pipes, etc.",replied_to
282336932233429805555549892070042714735,61793052560874397934401343675331133595,I’m going to the TAs tomorrow to go over the study guide and I can lyk if there’s anything especially notable,replied_to
282336932233429805555549892070042714735,1192932762009743486,Quick question would it be better to use ssh through vscode or to download Ubuntu and work that way?,posted_in_channel
282336932233429805555549892070042714735,1194414351092826112,awesome ill try that,posted_in_thread
282336932233429805555549892070042714735,1194024189657628884,"im having the problem that when i  try and use ssh bandit0@imaal.byu.edu i get this error

ssh: connect to host imaal.byu.edu port 22: Connection refused",posted_in_channel
282336932233429805555549892070042714735,1194024309648265377,Am i the only one who cannot figure out case 1 im loosing my mind,posted_in_channel
282336932233429805555549892070042714735,107348485964263613250601489243388282254,ya if you got a sec that would be great,replied_to
288899485855591529413903662767793430710,42883837382410989254371470380046741156,Grace days balance started at 5 and we add to this when you submit assignments early. Late days is total number of days late for all HW/Lab assignments. Subtract Late days from Grace days at the end of the semester to determine any late penalty. Aim to have more grace days than late days in the end.,replied_to
288899485855591529413903662767793430710,1192932762009743486,"I'm a tad confused how to read the score. Is the number on each entry the number of days I currently have left in each category? (In that case to find out how many days I still have do I subtract my late days from my grace days, or is that the number that is already in the late day category?)",posted_in_channel
288899485855591529413903662767793430710,39226834016353828002954170117729599654,"I would check that your buffer size isn't too small to hold a response/request, and that you're not using `strlen()` instead of the proper `total_bytes_read`/`total_bytes_sent`",replied_to
288899485855591529413903662767793430710,1194024338177937451,"for anyone who got stuck for a second on this like me, you can find the hostname of your remote machine by typing in 'ip a' and then looking under the 'inet' row",posted_in_channel
288899485855591529413903662767793430710,1194024406561869896,"Does anyone know how to fix a ""no such cgi script"" error after compiling their prog1 script into the cgi-bin folder? It looks like it exists and is compiled into the correct folder and that I am spelling the name correctly, but it still can't find it.",posted_in_channel
288899485855591529413903662767793430710,1194024887996653569,"Does anyone know which variable to use to get the correct value for the signal number in the ""terminated by signal <number>"" and ""stopped by signal <number>"" prints in the sigchild_handler fuction loop? I have tried sig and wstatus but think I'm missing something",posted_in_channel
288899485855591529413903662767793430710,55338540642148045277587255212615556459,I tried to use that but it's actually best just to use the sockaddr struct. The parse_sockaddr() function will let you get all the stuff that you need.,replied_to
288899485855591529413903662767793430710,1194024960109334618,Did anyone figure out how to set up sockaddr_in? I am having trouble integrating it with the code from the homework,posted_in_channel
288899485855591529413903662767793430710,1217617037921353748,"bless, thank you!",posted_in_thread
288899485855591529413903662767793430710,1194025010621321226,"Does anyone know why only the png and jpg tests might be failing on checkpoint 5? For the last of the manual non local tests I know my buffer is big enough, but for some reason it misses 3944 bytes every time",posted_in_channel
288899485855591529413903662767793430710,32257028701880952926874764698816734147,"thank you for posting your answer bro, this saved me like 2 hours of debugging 🙏",replied_to
288899485855591529413903662767793430710,288899485855591529413903662767793430710,"figured it out, for images you can't check strlen() to send the response back to the client",replied_to
138890218948058971775989254550378090585,1195854568156827749,Same,posted_in_thread
138890218948058971775989254550378090585,61793052560874397934401343675331133595,"If this is still abt question 8, I asked a TA, and the conclusion was number of entries return for `man -k ‘getaddrinfo` is what they r looking for",replied_to
138890218948058971775989254550378090585,1194024142513639434,"For question 8 in the man hunt, is the name of a man page considered part of its short description? Because that definitely changes the answer",posted_in_channel
138890218948058971775989254550378090585,1196684414453829733,"^ ditto on part 4, tbh I'm not going to go back and fill out all of those questions again just to get 3 points back",posted_in_thread
138890218948058971775989254550378090585,1194024243554431118,Is anyone else's exec for /bin/cat just running forever?,posted_in_channel
138890218948058971775989254550378090585,1194024338177937451,I can't seem to connect to the socket for question 25... anyone have any success on that front? is 128.187.82.224 the right host to use?,posted_in_channel
138890218948058971775989254550378090585,42883837382410989254371470380046741156,Are you trying to connect to www-notls.imaal.byu.edu? Should be host 128.187.106.167.,replied_to
138890218948058971775989254550378090585,1212912634983223356,"I eventually got around it by increasing the size of my recv chunks to be larger than the data I needed, but it still felt like it should have worked without that",posted_in_thread
138890218948058971775989254550378090585,1194024836163457154,"I am really confused about setpgid... if that happens in the parent process, how can it use the pid of the child? Maybe I'm just missing something obvious",posted_in_channel
101923023412443028531657491699968469949,1192932762009743486,"Has there been any update? I still cant ssh in but I'll keep trying if it just takes a few attempts. (Edit: It just started working, I couldnt connect while using a cs lab proxy but it worked without it... not sure why)",posted_in_channel
101923023412443028531657491699968469949,1220488126301077594,Yes but I tried deleting and recreating this file to no different result. I also tried using chmod to modify the permissions but that didnt change anything either... Any idea what I could try?,posted_in_thread
