source,target,edge_type,content
84,98,replied_to,There's really good pseudo code for the depth first search tree and depth first search forest functions in the lecture slides
84,266,replied_to,Yup
84,267,posted_in_thread,You only evaluate the rule once if there is only one rule in the scc and if that rule does not depend on itself
84,268,posted_in_thread,"I was able to get it fixed. I just had to double check how my num_rounds variable was getting updated and make sure that if the scc  only had one rule in it and that rule didnt depend on itelf, then it only gets evaluated once and doesnt run through the fixed point algorithim"
84,269,posted_in_thread,Did you try directing the output into a separate file and running a difference command on that file and the answer file?
84,270,posted_in_thread,"For every rule in your datalog program(original_rule), you look at the body predicates in each rule. Then you have another loop through your rules to get the head predicates(other_rule). If the original_rules body predicates name  is the same as your other_rules head predicate name, that means that there is an edge from  your original rules node to your other_rules node. Therefore you add your other_rules node to the dependency list of your original rules node"
84,245,posted_in_thread,What part of the pseudo code is confusing?
84,105,posted_in_channel,<@534453897956163604> Is the power point with list of all the things to put on our sheet of notes on learning suite somewhere?
84,79,replied_to,It's the backwards arrow thing that just means that the left is updated to be the right
84,106,replied_to,Thank you!
84,110,posted_in_channel,"For hw 4 #3a are we doing the fsa for the string ""strings"" or just any possible string?"
84,94,replied_to,Sets don't have duplicates
84,95,replied_to,Any possible string in between to ‘ ‘ single quote marks
84,271,posted_in_thread,"the only time its a problem is when you have select project and rename(they share the highest precedence) then you evaluate them from right to left

If this problem was possible, you would evaluate the select first and then the cross product, but as mentioned before, one of the attributes match so you cant"
272,26,posted_in_thread,CLUTCH
272,29,posted_in_channel,has anyone else run into a problem like this in their lexer file?
272,8,replied_to,"So, you are passing in a value to run every time you call it?"
272,257,replied_to,"I think you are running your lexer_fsm file, you should be running the project-1 file"
272,60,replied_to,"Yes, but I don’t know how to fix it quite yet"
272,273,posted_in_thread,"from .fsa_classes.fsa import FSA
from .fsa_classes.colon_dash_fsa import ColonDashFSA
from .fsa_classes.colon_fsa import ColonFSA
from .token import Token"
272,47,posted_in_channel,"what exactly is a parameter object? As far as I can tell, it seems to be the same as a string except for its functions' parsing ability, but the parameter class feels the same as a string. However we are required to have a separate parameter class..."
272,274,posted_in_thread,"Solved my problem, wasn't looking at the project diagram 🤦‍♂️"
272,110,posted_in_channel,"It's either a typo or the langauge is just ""a"" as only a,b, and c are valid terminals. I'm not sure either tbh."
275,1,posted_in_channel,"@everyone Come join us on the 18th for a free t-shirt, refreshments, and information about the awesome college we're a part of! All are welcome!"
275,236,replied_to,Exactly
275,91,posted_in_channel,For an adjacency list if a vertex doesn't have anything it's dependant on do we just do Rn : __? Do we leave it out of the list entirely?
275,105,posted_in_channel,Can our sheet of notes be double sided? I have had some professors mean single sided when they say 11X8.5 sheet
275,276,posted_in_thread,"okay! I still have the images I submitted for the midterm, would it help if I sent those to the TA's?"
275,8,replied_to,I think the purpose of doing it as two separate characters is to make it clear where the number goes. Like if it is 9 you have two spots but only one number so where does it go
275,110,posted_in_channel,for HW 5 question 3 can the hour be given as the options of numbers 1-12? This seemed fine for me (as opposed to splitting it up into options 1-2 and than 0-9) but the instructions made it sound like I should maybe be splitting it up.
275,277,posted_in_thread,"Yes, problem 1 a is the one for homework 5"
275,135,posted_in_channel,The Women in Computer Science club is having a game night with nCino this Wednesday! Come join us!
275,278,posted_in_thread,you might need to run pip install (or pip3 install in my case)
279,1,posted_in_channel,"I would assume so, since the project will be past the due date"
279,8,replied_to,I meant that last friday during class he said there would be one
279,47,posted_in_channel,"Guys, I'm having a problem where, when iterating through a list of Parameters, the compiler apparently thinks some of the items in the list are Parameters and some are strings, which means I can't write code to do anything with the items in the list. Does anyone have any idea what this problem is or how to resolve it?"
279,105,posted_in_channel,10
280,110,posted_in_channel,Hey I remember he mentioned in class that we might not have to work on some questions from HW 13? does anyone rememeber which problems we didn't have to do or where I can find the slides that mentioned it?
281,95,replied_to,"I think one of the requirements for Prim’s is an unweighted, connected graph by definition, so there would not be an unconnected node"
281,105,posted_in_channel,"If a node is not connected to a graph and we use prims algorithm to describe the minimum spanning tree. That excluded node will not be a part of the spanning tree, correct? And the weight of the edges of the minimum spanning tree wouldn't be infinate, right?"
281,106,replied_to,yes
281,110,posted_in_channel,Can arrows point between trees?
281,149,posted_in_channel,Where are the TA offices located?
184,1,posted_in_channel,Is there a TA that would be able to check if my Project 2 was submitted successfully? Please?
184,169,replied_to,You're good. It is submitted correclty
184,29,posted_in_channel,Anyone know how to fix the python debugger running outside of the project file?
184,47,posted_in_channel,Is there a TA that would be able to check if my Project 2 was submitted successfully? Please?
184,282,posted_in_thread,Thank you so much!!!!!
184,58,posted_in_channel,Is there a TA that would be able to check if my Project 3 was submitted successfully? Please?
184,105,posted_in_channel,Anyone else finish the practice exam and want to compare answers?
184,189,replied_to,I'd like to
184,95,replied_to,Sure thing
184,136,posted_in_channel,Im confused on the Jupyter Tutorials. Are we supposed to do something with them or just follow what the video does?
283,29,posted_in_channel,"I can't figure out how to push to the code github. It's just says: ""fatal: not a git repository (or any of the parent directories): .git"". That's what it says when I try doing ""git add ."" I don't know what else to try"
283,236,replied_to,"have you checked the learning suite ""passing off projects"" tab? LS is down for me rn so I don't remember the exact name"
283,284,posted_in_thread,"Yeah, I have finished it"
283,219,replied_to,There is an announcement in LS that tells how to submit the code
283,47,posted_in_channel,"Hey, does anyone know how to submit the code for the project? I think I need to do make a pull request, but I don't know how to do that."
283,136,posted_in_channel,Hey I'm getting this when I try to use git commit -m:
285,1,posted_in_channel,"I bought my textbook online on RedShelf, but every time I try to open it, it doesn't load and causes Chrome to freeze. Is anyone else having this problem or know how to fix it?"
286,1,posted_in_channel,"Does anybody else have a 0 on project 5a, but no feedback was given at all?"
287,102,replied_to,I heard it from a few others.
287,47,posted_in_channel,"I've finished writing my code and pushed it to GitHub, but I don't see any pull requests, so I can't submit my code for grading. Is anyone else having that issue?"
247,29,posted_in_channel,"Use it as a template, that's gonna be important so the pass-off code works. If you haven't, go download project 1. The jupyter notebook *is* just an example"
247,3,replied_to,"ALL is just an ID, I didn't need to write any special code for it"
247,266,replied_to,Don't print anything for newlines
247,61,replied_to,"Use it as a template, that's gonna be important so the pass-off code works. If you haven't, go download project 1. The jupyter notebook *is* just an example"
247,288,posted_in_thread,"On github you can go into history and clone from that. If you're getting this error when pushing and the client tests pass, you might be able to go to a TA for a manual passoff. As a reminder, you can do the tests on your own machine with the ""pytest test.py -v --tb=short --bucket=20"" command for each bucket"
247,289,posted_in_thread,You find it in project 0
247,290,posted_in_thread,"Importantly, you can find a lot of examples with explanations you can learn from and copy-paste in the jupiter notebook. I'd read through that to make sure I understand everything. 

And any function with a ... in it is meant to be completed by you"
247,291,posted_in_thread,"Yeah Porter is totally right on this, you read in a string, find the first token, and cut the first token out of the string. I did it line by line since I don't think we need to do block comments.

Something that will make the later FSA *much* easier is to track the exact string you're reading. Not necessary for the strings that are always the same, but important for the other ones."
247,47,posted_in_channel,Should we just drop project2's stuff into the project-1-me folder?
247,159,replied_to,"I was having the same problem, no idea what the fix is but it seems to have something to do with append functions vs extend functions"
247,292,replied_to,hyphens are replaced with underscores I think
247,261,posted_in_thread,if I'm correct you're supposed to return a datalog class
247,58,posted_in_channel,"I'm having the same issue as you so take this with a grain of salt, but from what I understand all those custom methods are used when you convert the set of tuples into a list of tuples and sort it. You also need to make a __lt__ function"
247,78,posted_in_channel,"What do the single quotes  indicate in the rule body predicates? For example around the M: 
mwfCourses(C,R):-cdh(C,'M',H),cr(C,R)."
247,200,posted_in_thread,"My union is pretty simple.

I have the resulting relation from the natural join of all my body predicates

I delete the columns and attributes which won't go into my head relation, and reorder them

One at a time, I pass tuples in, checking if they're already inside, tracking if any make it in and returning a corresponding boolean"
247,88,posted_in_thread,Not sure what the prep code looks like but I just stored my tuples in relations and added them to the head relation one at a time
247,110,posted_in_channel,"wednesday is a flipped class, right?"
247,102,replied_to,I did this project just fine with the free version
247,136,posted_in_channel,"if you're trying to run the pytest command and getting a ""The term 'pytest' is not recognized as the name of a cmdlet, function, script file...."" error, try doing python -m before all your commands."
293,105,posted_in_channel,I'm going to be in the Talmage basement tomorrow from 10 to 12 if anyone wants to work on the Practice Exam with me! :0
293,110,posted_in_channel,"For homework 16, you might not have to use rename. If you just realize that the only prerequisite for cs120 is cs101, you can just start by selecting for cs101 directly. I don't know if that was the intent of the problem, but it works."
293,149,posted_in_channel,Will there be TA help today?
169,1,posted_in_channel,"@everyone Hey everyone! Just a reminder on the written homeworks, please submit a JPEG or a PDF! We can't grade if they are any other format (HEIC, pages). Also please do your work by hand and submit a picture. It is very hard to grade if you just put your answer in a comment. Please look back to your previous submissions and make sure you have the correct file format so we can grade it! Thanks!"
169,8,replied_to,Send me a DM with the correct files
169,29,posted_in_channel,Just had a question regarding code style
169,294,posted_in_thread,"Yes, there is a specific order that you need to call them in. To figure this out, think about what has higher priority. Does an ID have a higher priority than a keyword? What about a string vs an ID or an ID vs a single character?"
169,295,posted_in_thread,"That is the link for project 0, not project 1"
169,42,posted_in_thread,"Hey <Person>, so you probably have your other classes in another folder. You can't do this direclty in python. Just keep all of your classes in the same directory, or look up how to create python packages on GPT or google"
169,296,posted_in_thread,Use the github classroom code template as your starter code. It lays out a template for you to fill in. You can find that here: https://classroom.github.com/a/Hz58MXCw
169,297,posted_in_thread,No. That is a typo and you should only do it for the initial variable declaration
169,298,posted_in_channel,VS Code tutorial video: https://youtu.be/QGn44NvNrvA
169,299,posted_in_thread,This tutorial quickly covers what Jupyter Notebooks are and how to use them. Please make sure to complete the VS Code tutorial and Project 0 before watching this video!
169,300,posted_in_thread,Project 5 is done
169,301,posted_in_thread,Please complete this tutorial before completing project 0!
169,302,posted_in_thread,Please complete the VS Code Tutorial video before completing this one!
169,58,posted_in_channel,"Hey for anyone who is having trouble with key word arguments, or bugs that seem to be super random, this is from ChatGPT:

```
The behavior of mutable default arguments being shared across instances is a result of how Python handles function and method definitions. When you define a method with a default mutable argument, such as a set, list, or dictionary, Python evaluates the default argument only once at the time of function definition. This default value is then used for all calls to the method if no value is explicitly provided when the method is called.

Let's break down the key aspects of why this behavior occurs:

Function Definition Evaluation: When you define a class and its methods, the default arguments are evaluated and bound at the time of function definition, not each time the function is called.

Mutable Default Argument: In the case of a mutable default argument like an empty set (set()), that mutable object (the set) is created only once at the time of the class definition.

Shared Across Instances: Since the default argument is created only once, it becomes a shared reference across all instances of the class. Any instance that does not explicitly specify a different value for that argument will use the same shared default object.

Here's a simplified example to illustrate the behavior:
```
```python
class MyClass:
    def __init__(self, my_set=set()):
        self.my_set = my_set

obj1 = MyClass()
obj2 = MyClass()

obj1.my_set.add(1)

print(obj1.my_set)  # Output: {1}
print(obj2.my_set)  # Output: {1}
```
```
To avoid this shared behavior you should follow the recommended practice of using None as the default value and creating a new mutable object (e.g., a set) inside the constructor if the argument is not explicitly provided. This ensures that each instance gets its own separate mutable object:
```
```python
class MyClass:
    def __init__(self, my_set=None):
        if my_set is None:
            my_set = set()
        self.my_set = my_set
```"
169,78,posted_in_channel,"For everyone starting project 4, please delete this line in Relation.py if you have it: 
```python
name = ""\u03C0"" + ""_{"" + "","".join(column_headers) + ""}("" + self.name + "")""
```
And replace it with:

```python 
name = self.name # or name = """" it doesn't really matter""
```
This will make your code significantly faster and won't cause you to elapse the time limit"
169,160,replied_to,My code ran under a second when I rewrote it over the summer. We just have a high time limit so something will have to be very wrong to break that
169,91,posted_in_channel,<@1062486497602830447> yes
169,110,posted_in_channel,General HW Grading Question
169,63,replied_to,Just hop on the TA help queue
169,303,posted_in_thread,"Don't worry about it. We are only teaching Universal Instantiation and Existential Generalization, not the other two which worry about arbitrary variables"
169,117,posted_in_thread,No. You need to use the logical equivalences and rules of inference
169,304,posted_in_thread,Any character is the vocab
169,305,posted_in_thread,Yes
169,306,posted_in_thread,It should just stay on the accept state
169,131,posted_in_thread,You can also think about the function itself. Does each x value have a corresponding y value? Do some x values have multiple y values? etc.
169,307,posted_in_thread,That is correct
169,308,posted_in_thread,"Hey <Person>! I think you are a little confused. So, D is not an element of A because A does not contain the empty set explicitly. Now, D is a subset of A because the empty set is a subset of every set (every element of the empty set is also an element of A). Do you see the difference?"
169,309,posted_in_thread,Hey <Person>! I just looked in the grade book and couldn't figure out why it was giving you a 34 either. Must be a learning suite bug. I changed your grade back to a 60.
169,136,posted_in_channel,It says it s only available for people
169,310,posted_in_thread,Try running the following command: 'python -m pytest -v -vv --bucket=80'
169,311,posted_in_thread,What output do you get when you run python -m pytest test.py -v --tb=short --bucket=80?
169,312,posted_in_thread,You can't run python in CLion. We are heavily recommending you use VSCode for this class.
169,313,posted_in_thread,That's ok. Just don't do that in the future 🙂
169,314,posted_in_thread,"Yes, you need to install git on your computer. Google how to do that, it shouldn't be very difficult."
169,315,posted_in_thread,You probably need to set up a Github SSH key. Go ahead and google or look up on youtube how to do this.
169,316,posted_in_thread,You need to install pytest on your machine. You can do this with pip install pytest
169,143,posted_in_thread,Also make sure that you have closed your terminal and re-opened it after downloading
169,144,posted_in_thread,"You shouldn't need to specify the file names. You are already in the correct file. Try something like: 'git commit -m ""This part is a message not a file name""'"
169,317,posted_in_thread,Fixed.
169,145,posted_in_channel,Also see this slideshow for more information and techniques: https://docs.google.com/presentation/d/1XH64jff5CorWBfatIv-zNN1UYx4gH1ejJ0RcAu3nYY4/edit?usp=sharing
169,149,posted_in_channel,"Hey everyone! I am feeling a little sick today, so I am going to work my hours remote. I hope to be back in person tomorrow."
169,318,replied_to,Likewise
169,157,posted_in_channel,<Person> can't download answer for problem 3
167,47,posted_in_channel,I had that happen to me too. Basically it's just a weird way of saying that you need to make sure to print out your Domain.
319,47,posted_in_channel,"I have both buckets passing on my local machine, but only 100 passes on GitHub, any ideas?"
319,136,posted_in_channel,"I'm having an issue with GitHub, when I run the git clone command on my Mac laptop it asks for my github username and password, but those don't work. I was able to clone down one of my own repos but not the classroom ones. I was able to do it successfully on my windows PC, but that's unfortunately tied down to a desk..."
319,137,posted_in_thread,"How do I do that? I probably did it once before for 260, but have totally forgotten"
266,29,posted_in_channel,"In class I heard that strings can cover multiple lines, and in the specifications it says that strings are only terminated by EOF. What should we print for the newline character?"
266,58,posted_in_channel,"Has anyone else run into import problems with this project? I can't seem to run project3.py, because `from Relation import Relation` throws an error, saying there's no such module, even though I can run Project3RelationsTest.py fine."
266,91,posted_in_channel,"Just to check I'm doing this right, we should end up with 5 SCCs for project 5a, right?"
320,136,posted_in_channel,"I don't understand why I'm getting this error. When trying to run the ""all tests"" command, I'm getting an error saying it can't concatenate a none type with a string. It looks like the bucket variable is of type ""none"". However, I haven't changed any of the test files or anything other than my project0.py file"
320,321,posted_in_thread,"All I did was change the return string to ""Hello World "" and passed the input of ""bucket80"" to the function"
320,144,posted_in_thread,"Unless I'm mistaken, you'll need to switch the order of your arguments. It's looking for a file named ""works"" instead of ""project0"""
171,1,posted_in_channel,"I don't think so, most of us are home for the holidays. <Person> might still be having his later today though?"
171,111,replied_to,"I am just printing, not putting a string together. Should the string have new lines between each token? And should they have those plusses and minuses before each one like the answer output?"
171,29,posted_in_channel,"Is your lever returning an object of the strings, or printing the strings using the print statement? The text cases need the Lexer run function to return a string, not just print it. That could be your issue?"
171,322,posted_in_thread,"It depends on how you’re saving your FSAs to turn to tokens, but one of the easiest ways is in that case of input SchemesFacts is so have both schemes and ID return true, then create the token for whichever one is longer, or read more characters in the FSA"
171,282,posted_in_thread,I checked and it's submitted with full points
171,58,posted_in_channel,"The header should have just a list of strings, which will be populated by your scheme list from your datalog object"
171,91,posted_in_channel,"Just to make sure, did you run the bucket command? If you did, check the pull request on GitHub and make sure it isn’t merged, if it is you’ll need to make a new pull request"
171,105,posted_in_channel,Exam Grade not posted
171,276,posted_in_thread,"Yes, there were a few students where on learning suit the answer was unreadable due to a learning suite issue, if your grade isn't posted yet that's probably the issue, and we're working to get those graded as soon as possible"
171,110,posted_in_channel,HW File types
171,323,posted_in_thread,"Heic doesn't work with learningsuite, although for this assignment we can just download them and grade them next time try to submit it as a pdf, doc or txt file"
171,324,replied_to,I'm pretty sure if you're on Mac you need to use python3 not python as the command
171,136,posted_in_channel,I'm pretty sure if you're on Mac you need to use python3 not python as the command
171,278,posted_in_thread,"Are you able to hop on one of the meeting rooms, I might be able to help you better if I can see your screen and what you're trying"
171,149,posted_in_channel,Hey I had some appointments that were moved around so I'll be starting my hours at 3:30 today
171,157,posted_in_channel,"I noticed that a few students I'm guessing had late extensions and have just submitted their exams, I'm assuming there's no late penalty? I've just been grading their assignments as I would normally"
8,1,posted_in_channel,maybe it's just sundays that don't count?
8,189,replied_to,he said there would be one in class on friday
8,325,replied_to,I think it's on Wednesday?
8,11,replied_to,"I’m not sure if I 100% understand your question, but an FSA doesn’t necessarily need an error state, the idea is that if it gets through the whole string and is not in an accept state, then it is technically in an error state"
8,61,replied_to,Thank you!
8,81,replied_to,"I think in order to do a proof using resolution everything needs to be in CNF form. Perhaps that might require disjunctive syllogism? In any case, once you have CNF form (and I believe all the homework’s already give the premises in this form) you should be able to do the proof using only resolution"
8,215,replied_to,"Did you run these commands before following the learning suite pass off instructions?
git add .
git commit -m “Message”
git push"
8,29,posted_in_channel,"For the string FSA for homework 4, is a string undefined when there is a new line before a closing ‘ occurs?"
8,3,replied_to,Probably an import issue. I just played around with adding ‘.’ in front of stuff till it works. That assumes that the file is named RelationClass.py also
8,326,replied_to,This is even after you follow the learning suite pass off instructions? Content->projects->project pass off instructions
8,327,replied_to,"I think your 102 input must have gotten messed up then. Mine starts with a comment:

# complete program with all token types

Schemes:
   snap(S,N,A,P) 
   csg(C,S,G)
   cp(C,Q)
   cdh(C,D,H)
   cr(C,R)
   before(C1,C2)
   mwfCourses(C,R)
   Schedule(N,C,R,D,H)
   Grades(N,C,G)
   Roll(C,R,N,S,G)

Facts:
   snap('1234','Charley','Apple St','555-1234'). 
   snap('1111','Linus','Piano St','555-1111')."
8,10,replied_to,"That's biconditional and it is only True when the items on the left and right have the SAME truth values, either True-True or False-False"
8,160,replied_to,I heard yes
8,328,replied_to,"DId you do all these before following the learning suite pass off instructions?
git add .
git commit -m “Message”
git push"
8,159,replied_to,"I got that error when I hadn’t done the git add and push stuff before running the cases on GitHub.

DId you do all these?
git add .
git commit -m “Message”
git push"
8,329,replied_to,"Nah, if GitHub says you passed all the tests you’re good"
8,60,replied_to,"yeah I did something like that. For python sets there's a difference function built in that you can use with '-'

set_A - set_B = New set that contains stuff only in A"
8,330,replied_to,"If you look at the test.py folder it just contains a few functions, no function calls. For testing, I would go edit project1.py as necessary then run that. Once that works I think you can do pytest test.py -v -vv —bucket=20"
8,111,replied_to,I think callables is just an alias. It shouldn't matter
8,226,replied_to,"looking at my code it seems like my sccs were already in the right order. Basically, for every scc do your fixed point algorithm with the rules in the specific scc. And don't forget the case for running the fixed point algorithm if a rule is self dependent"
8,161,replied_to,"I don't know if it's a kosher strategy, but I only had the id accept once it saw a terminating character. I compensated by adding all but the last character into the token."
8,95,replied_to,"Just in general, p->q is only false in one circumstance: when p is true and q is false.

Looking at the 2nd table in the last row, both p & q are false. Since they are both the ‘p’ in ‘p->q’ it’s impossible for you to get the case of the first thing being true but then second being false. So, p->r and q->r are both true"
8,331,posted_in_thread,and you originally downloaded the project from github classroom?
8,332,posted_in_thread,Error message?
8,333,posted_in_thread,Create an object for every one of the classes by calling its constructor. Ex: class Colon is made with Colon(parameters)
8,334,posted_in_thread,"No, they should inherit from a generic FSA class. Tokens are separate"
8,335,posted_in_thread,"but, you can't just remove all the whitespace at once? EX: A string/comment has whitespace in it"
8,336,posted_in_thread,interesting idea. I'll try something like that. It always just feels like I have to do the weirdest thing to get the FSAs to do what I want
8,218,posted_in_thread,"Ok, just want to check if I have the logic right: lex passes one line of the input into all of the FSAs. The manager function determines which token to create based on the True/False list. It takes the FSA object that belongs to the token it creates and sees how many characters it read. This amount of characters can then be removed from the input_string and lex is run again with this smaller string"
8,44,posted_in_thread,Thanks for the clarification. This is the FSA directory within the jupyter notebook directory. Are you able to identify which files are for the peek and patch method?
8,45,posted_in_thread,Then how do you know if a string is undefined??
8,337,posted_in_thread,"Hmmm, did you already get the Jupiter notebooks downloaded onto your computer in a folder? I think that was part of project0 or some set up thug"
8,47,posted_in_channel,When will the project 2 code be ready to download from GitHub classroom?
8,12,replied_to,The id/string part is also helpful for project 3 I think so you still want it implemented
8,96,replied_to,Yeah I don’t think it should be taking that long. You’re probably doing unnecessary stuff somewhere or at the wrong time
8,62,replied_to,Did you use this for your datalog parser function?
8,101,replied_to,"yeah, it's all the stuff in facts. Just make sure to alphabetize also"
8,292,replied_to,"It says to do a DFS search starting at A. You can start anywhere, but your forest will look different depending on where you start"
8,50,replied_to,I submitted a few days ago and had no issues. Did you make sure to git add first?
8,338,replied_to,All it is is the strings inside the facts. One you have your facts in a list in the datalog class it is easy to grab them
8,9,replied_to,"I think some of the first/follow sets might even be on the slides. They're all really small, many have only one item and max is maybe three."
8,339,posted_in_thread,I would look at the example input and output. Look at what’s inside each of the facts and see how that relates to what’s in the domain
8,340,posted_in_thread,Let me know if you find one then
8,224,posted_in_thread,"I see. I will still need my if statements, I just won't need to nest them"
8,58,posted_in_channel,I heard yes
8,341,posted_in_thread,"Sorry for the confusion. I thought you were talking about the return string. Yeah, you need the output from project 2. You're going to pass the DatalogProgram object from project2 into your Interpreter object that you create for project3"
8,78,posted_in_channel,Any tips for optimizing the code so it’s not too slow to pass the auto grader?
8,211,replied_to,Yeah so test 6 bucket 100 is the one that will tell you if your code is efficient enough. As long as it’s within the time limit mentioned on learning suite you should be good. How long?
8,100,replied_to,Even test 6 bucket 100 goes fast?
8,86,posted_in_thread,Hmmm I think I already do method 2. It’s test 6 in the 100 bucket
8,200,posted_in_thread,"I think you're on the right track, though I would think you would check if the whole row was in master.rows, rather than row.values"
8,91,posted_in_channel,How should we implement a tree or forest? Are they all just lists?
8,83,replied_to,you never need to keep track of preorder in 5. Only postorder
8,105,posted_in_channel,I asked a few classes ago. He said they are online
8,342,replied_to,No. You submit it on the midterm so they’re definitely not going to provide a key
8,110,posted_in_channel,Is there a specific file type the picture of the homework should be? Is heic ok?
8,343,replied_to,The goal for problem two is to try to make two different parse trees that ultimately create the same sequence of terminals. Just play around and see if you can get the same thing two ways. It doesn’t matter what that thing is so long as it’s composed of terminals
8,94,replied_to,"From my knowledge a directed or an undirected graph can be simple. But (a,b) indicates that it starts at a and ends at b (directed), while {a,b} is like a set which has no order (undirected)"
8,344,replied_to,I think what he officially said is that if you attempt the problems you will get credit
8,345,replied_to,"I think this same typo still needs to be fixed: It was fixed on question 23 but not in the prompt above everything, it still says ""¬(p v q)"". And I was wondering why I was able to prove false 🤦‍♂️"
8,163,replied_to,Pretty sure it’s left to right. I think right to left applies to only the unary operations (operations that act on only one set)
8,6,replied_to,"Yes, here we have two tables/relations, student & whomajor. Yes, each fact adds a row to the table student. Not sure about rules since that’s project 4. A query always returns a new relation/table. If I understand you correctly about the last question, yes, if you specify a specific string for a column then your resulting table will not include that column. It will only include the columns that had variables in them. For example, whomajor(‘Roosevelt’,N) will return a new relation with only the column M (renamed N I think)"
8,79,replied_to,"I’m not looking at the problem, but I believe you can negate it. Just look at the de morgan for quantifiers"
8,346,replied_to,Scroll up a few messages
8,113,posted_in_thread,"A join is always possible. If all the columns are the same it is like an intersection, if none are in common it is a cross product, if some are similar then it is somewhere in between"
8,303,posted_in_thread,You mean universal generalization?
8,347,posted_in_thread,"Yeah, the first and follow sets are quite small and fairly straight forward. If you want you can dm your answers and i can compare with mine since I’m fairly confident I have them"
8,241,posted_in_thread,where is it in the grammar? Is it represented by one of the letters?
8,304,posted_in_thread,"I just assumed that the vocab included absolutely everything. For example, from one state I might have two arrows to two differrent states. For one the input might be a specific thing like \n, and the other one might just be ""All else"", referring to literally any other individual character on a keyword. That was my assumption on what they wanted anyway"
8,136,posted_in_channel,Has anyone gotten this error? I'm thinking it's because there's nothing named Project 0 Works in the folder given but the instructions say to put that in
8,321,posted_in_thread,What changes did you make to the project0.py file?
8,144,posted_in_thread,"cool, I figured it out"
9,1,posted_in_channel,Do we have to download GitHub or is that all in the project 0 instructions?
9,47,posted_in_channel,Does anyone know how I put in the first and follow sets of the grammar we are using?(ie what the sets are for it/how to figure out what they are easily) or if we actually have to manually put them in in the first place? I’ve started trying to put in the first sets for it but am unsure if it is correct or not. I’ve used the notebook example code of the parser as the outline of my parser class.
9,58,posted_in_channel,"Do we need a database class in the project, it is kinda unclear in the specs and slides?"
9,136,posted_in_channel,Does anyone have any advice with getting GitHub for this?I have never used it before so I’m. It quite sure of all the detail of what to do
9,348,replied_to,"It's in Talmage 1062, but according to the TA schedule, today is help online only until noon"
9,102,replied_to,Same.
159,29,posted_in_channel,I keep getting this error when i push to github but my output and the answer files are identical in a difference checker
159,47,posted_in_channel,for some reason my datalog program class seems to be taking in my list of schemes (etc) as a list that contains a list. I think I can work with it for now but I am not sure that it is ideal for future projects. Has anyone had a similar thing happen?
159,86,posted_in_thread,what would be an alternative to this?
215,29,posted_in_channel,"Hello! I've gotten everything working for this project (I got an extension from Professor Goodrich), and ran the tests on my local machine. I committed everything to github, but nothing shows up in the Actions tab. I can't find any more info on this. Have I done something wrong?"
215,331,posted_in_thread,"Yeah, I changed the location on my personal computer at one point but using git init synced it up again"
349,102,replied_to,"I would have to see images of what you mean. Also, by pushed to repo, do you mean you did [git add .] -> [git commit -m ‘Name’] -> [git push]?"
349,29,posted_in_channel,I pushed my code to my project1 repo but I do not see any actions to autograde. What am I missing? (I already passed all pytests locally)
81,1,posted_in_channel,"Content -> Lectures: Reading, Topics, Slides -> each class has a reading listed"
81,83,replied_to,I believe you're right. I don't think it's a big deal as long as you label the axes
81,101,replied_to,"Content -> Lectures: Reading, Topics, Slides -> each class has a reading listed"
81,29,posted_in_channel,"I have a FSA class for every token except for UNDEFINED and EOF, which I just handle in the lexer. Is this allowed?"
81,350,posted_in_thread,Python thinks its funny to rename some methods without telling you
81,47,posted_in_channel,"Check pinned messages, the starter code and video are a good start"
81,259,posted_in_thread,"in python, self is included in the parameters of a method, but not used when calling that method"
81,340,posted_in_thread,I haven't submitted yet but I would imagine your project 1 files need to be in your project 2 repo for the auto grader to work
81,78,posted_in_channel,i had my project autograded yesterday but today I pushed some small changes to my code just to add some type hints. Should I run it through the autograder again or am I fine?
81,12,replied_to,Oh gotcha. I am putting it in my Relation class. Do you think that is a bad call? I am debating between that and the Interpreter class becuase it changes the database
81,91,posted_in_channel,are we allowed to use defaultdict from collections
81,351,replied_to,"this should help:
https://discord.com/channels/1049410982167974018/1182902947705798708/1182934180431138896"
81,268,posted_in_thread,I am having this exact issue
81,105,posted_in_channel,LS says the midterm opens the 24th and closes the 27th
81,352,posted_in_thread,S = E means the starting nonterminal is E
81,110,posted_in_channel,"you can find the follow set for a nonterminal by looking at a production where the nonterminal youre trying to find the follow set for is part of the right hand side of the production (like the production for datalogProgram)
then if you can satisfy ωAtη where A is your nonterminal, ω is the stuff before, and η is the stuff after, then t is part of the follow set"
81,66,replied_to,Same. Does it just want us to add edges like from D to A (Which isn't in the forest because A was already visited)?
81,81,replied_to,but this makes it sound like resolution is a category? idk
81,189,replied_to,I mean Disjuctive Syllogism is just a fancy form of Resolution...
81,59,replied_to,just the one terminal that immediately follows the nonterminal
81,353,posted_in_thread,thanks!
81,136,posted_in_channel,I am having a similar issue
81,324,replied_to,I am having a similar issue
354,1,posted_in_channel,"quick question about what the end of the semester will look like, is there a final exam? or is our project the final part of the semester?"
354,3,replied_to,you have to go into jetbrains and submit for a student license
354,14,posted_in_thread,is the final going to be online during finals week?
354,47,posted_in_channel,if someone could help me please my test cases are misbehaving
